Company,Location,Job_Title,Experience_Level,Skills_Required,CTC(LPA),Hiring_Type,Source,Post_Date,Apply_Link
Tcs,Chennai,Data Analyst,5-10 Yrs,"AI/ML, Deep Learning",20.0,Contract,Glassdoor,2025-09-22,https://www.example.com/apply/tcs/Data-Analyst
Tech Mahindra,Noida,Data Analyst,2-5 Yrs,"JavaScript, React, Node.js",7.6,Full-Time,Naukri,2025-09-22,https://www.example.com/apply/tech mahindra/Data-Analyst
Tcs,Jaipur,Business Analyst,2-5 Yrs,"AI/ML, Deep Learning",3.5,Full-Time,Glassdoor,2025-09-17,https://www.example.com/apply/tcs/Business-Analyst
Ibm,Chennai,System Analyst,Fresher,"AI/ML, Deep Learning",14.7,Contract,Naukri,2025-09-18,https://www.example.com/apply/ibm/System-Analyst
Wipro,Chennai,Cloud Engineer,Fresher,"JavaScript, React, Node.js",10.7,Contract,Indeed,2025-09-21,https://www.example.com/apply/wipro/Cloud-Engineer
Tcs,Ahmedabad,Devops Engineer,2-5 Yrs,"ETL, Data Warehousing",16.1,Internship,Glassdoor,2025-09-27,https://www.example.com/apply/tcs/DevOps-Engineer
Tcs,Kolkata,Business Analyst,Fresher,"Python, SQL, Power BI",16.1,Full-Time,Glassdoor,2025-09-05,https://www.example.com/apply/tcs/Business-Analyst
Accenture,Pune,System Analyst,Fresher,"Java, Spring Boot",5.2,Internship,Indeed,2025-09-15,https://www.example.com/apply/accenture/System-Analyst
Tech Mahindra,Bengaluru,Cloud Engineer,Fresher,"AWS, Azure, DevOps",3.4,Internship,Naukri,2025-09-21,https://www.example.com/apply/tech mahindra/Cloud-Engineer
Infosys,Pune,Support Executive,0-2 Yrs,"Python, SQL, Power BI",13.6,Internship,Indeed,2025-09-25,https://www.example.com/apply/infosys/Support-Executive
Tech Mahindra,Mumbai,Data Analyst,2-5 Yrs,"ETL, Data Warehousing",12.8,Full-Time,Glassdoor,2025-10-08,https://www.example.com/apply/tech mahindra/Data-Analyst
Ltimindtree,Noida,Process Associate,Fresher,"Java, Spring Boot",11.8,Contract,Indeed,2025-09-04,https://www.example.com/apply/ltimindtree/Process-Associate
Capgemini,Noida,Software Engineer,Fresher,"Excel, Tableau, SQL",13.1,Full-Time,Indeed,2025-10-16,https://www.example.com/apply/capgemini/Software-Engineer
Cognizant,Gurugram,Cloud Engineer,0-2 Yrs,Automation Testing,4.0,Contract,Linkedin,2025-09-27,https://www.example.com/apply/cognizant/Cloud-Engineer
Infosys,Hyderabad,Support Executive,0-2 Yrs,"AWS, Azure, DevOps",19.1,Internship,Indeed,2025-09-04,https://www.example.com/apply/infosys/Support-Executive
Tcs,Ahmedabad,Cloud Engineer,2-5 Yrs,"JavaScript, React, Node.js",17.5,Contract,Indeed,2025-10-20,https://www.example.com/apply/tcs/Cloud-Engineer
Ltimindtree,Pune,Devops Engineer,0-2 Yrs,"Python, SQL, Power BI",9.0,Full-Time,Glassdoor,2025-10-14,https://www.example.com/apply/ltimindtree/DevOps-Engineer
Tcs,Jaipur,Test Engineer,2-5 Yrs,"AWS, Azure, DevOps",2.9,Full-Time,Indeed,2025-09-20,https://www.example.com/apply/tcs/Test-Engineer
Infosys,Ahmedabad,System Analyst,5-10 Yrs,"Python, SQL, Power BI",16.0,Contract,Naukri,2025-10-21,https://www.example.com/apply/infosys/System-Analyst
Ibm,Noida,Software Engineer,Fresher,"Customer Support, Voice Process",8.5,Contract,Linkedin,2025-10-06,https://www.example.com/apply/ibm/Software-Engineer
Ltimindtree,Ahmedabad,Devops Engineer,5-10 Yrs,"AI/ML, Deep Learning",9.7,Internship,Naukri,2025-09-06,https://www.example.com/apply/ltimindtree/DevOps-Engineer
Tcs,Pune,System Analyst,0-2 Yrs,"Customer Support, Voice Process",14.7,Internship,Glassdoor,2025-10-13,https://www.example.com/apply/tcs/System-Analyst
Cognizant,Jaipur,Cloud Engineer,0-2 Yrs,"Java, Spring Boot",15.3,Internship,Linkedin,2025-10-01,https://www.example.com/apply/cognizant/Cloud-Engineer
Accenture,Noida,Process Associate,2-5 Yrs,"Excel, Tableau, SQL",5.0,Internship,Linkedin,2025-09-23,https://www.example.com/apply/accenture/Process-Associate
Cognizant,Bengaluru,System Analyst,2-5 Yrs,"Excel, Tableau, SQL",13.7,Internship,Naukri,2025-09-13,https://www.example.com/apply/cognizant/System-Analyst
Cognizant,Noida,Test Engineer,0-2 Yrs,"Excel, Tableau, SQL",3.8,Internship,Glassdoor,2025-10-19,https://www.example.com/apply/cognizant/Test-Engineer
Ltimindtree,Hyderabad,Technical Support,Fresher,"Java, Spring Boot",14.7,Contract,Indeed,2025-09-15,https://www.example.com/apply/ltimindtree/Technical-Support
Ibm,Mumbai,Devops Engineer,5-10 Yrs,Automation Testing,4.8,Internship,Glassdoor,2025-09-30,https://www.example.com/apply/ibm/DevOps-Engineer
Infosys,Noida,Support Executive,5-10 Yrs,"Linux, Networking, Troubleshooting",18.2,Full-Time,Linkedin,2025-10-13,https://www.example.com/apply/infosys/Support-Executive
Tech Mahindra,Ahmedabad,Technical Support,2-5 Yrs,"Java, Spring Boot",15.8,Contract,Naukri,2025-10-03,https://www.example.com/apply/tech mahindra/Technical-Support
Hcl,Pune,Business Analyst,Fresher,"Customer Support, Voice Process",4.6,Contract,Indeed,2025-09-22,https://www.example.com/apply/hcl/Business-Analyst
Tcs,Bengaluru,Cloud Engineer,Fresher,"AWS, Azure, DevOps",13.5,Internship,Indeed,2025-10-17,https://www.example.com/apply/tcs/Cloud-Engineer
Capgemini,Ahmedabad,Cloud Engineer,Fresher,"Linux, Networking, Troubleshooting",10.6,Internship,Glassdoor,2025-10-14,https://www.example.com/apply/capgemini/Cloud-Engineer
Accenture,Chennai,Process Associate,5-10 Yrs,"Python, SQL, Power BI",4.8,Full-Time,Indeed,2025-09-21,https://www.example.com/apply/accenture/Process-Associate
Tcs,Bengaluru,Cloud Engineer,Fresher,"ETL, Data Warehousing",5.9,Contract,Linkedin,2025-09-18,https://www.example.com/apply/tcs/Cloud-Engineer
Cognizant,Jaipur,Data Analyst,0-2 Yrs,"Customer Support, Voice Process",12.4,Contract,Linkedin,2025-09-11,https://www.example.com/apply/cognizant/Data-Analyst
Accenture,Jaipur,Devops Engineer,5-10 Yrs,"AWS, Azure, DevOps",14.7,Full-Time,Naukri,2025-09-23,https://www.example.com/apply/accenture/DevOps-Engineer
Capgemini,Hyderabad,Devops Engineer,0-2 Yrs,"ETL, Data Warehousing",11.0,Contract,Indeed,2025-09-13,https://www.example.com/apply/capgemini/DevOps-Engineer
Hcl,Pune,Software Engineer,Fresher,"ETL, Data Warehousing",14.9,Internship,Naukri,2025-10-15,https://www.example.com/apply/hcl/Software-Engineer
Infosys,Bengaluru,Data Analyst,0-2 Yrs,"Excel, Tableau, SQL",9.8,Internship,Indeed,2025-10-09,https://www.example.com/apply/infosys/Data-Analyst
Infosys,Noida,Test Engineer,2-5 Yrs,"ETL, Data Warehousing",15.3,Internship,Indeed,2025-10-21,https://www.example.com/apply/infosys/Test-Engineer
Hcl,Gurugram,Software Engineer,2-5 Yrs,"Excel, Tableau, SQL",10.7,Contract,Linkedin,2025-09-08,https://www.example.com/apply/hcl/Software-Engineer
Tcs,Mumbai,System Analyst,2-5 Yrs,"AWS, Azure, DevOps",9.7,Full-Time,Linkedin,2025-09-12,https://www.example.com/apply/tcs/System-Analyst
Infosys,Jaipur,Test Engineer,0-2 Yrs,"Java, Spring Boot",19.5,Contract,Glassdoor,2025-09-18,https://www.example.com/apply/infosys/Test-Engineer
Tcs,Bengaluru,Technical Support,5-10 Yrs,"Java, Spring Boot",10.7,Internship,Linkedin,2025-09-21,https://www.example.com/apply/tcs/Technical-Support
Accenture,Chennai,Devops Engineer,5-10 Yrs,"Linux, Networking, Troubleshooting",8.4,Full-Time,Naukri,2025-09-23,https://www.example.com/apply/accenture/DevOps-Engineer
Accenture,Chennai,System Analyst,0-2 Yrs,"AWS, Azure, DevOps",5.8,Full-Time,Glassdoor,2025-09-26,https://www.example.com/apply/accenture/System-Analyst
Ltimindtree,Jaipur,Devops Engineer,2-5 Yrs,"AI/ML, Deep Learning",8.3,Internship,Indeed,2025-09-02,https://www.example.com/apply/ltimindtree/DevOps-Engineer
Ibm,Chennai,Data Analyst,Fresher,Automation Testing,11.9,Contract,Linkedin,2025-09-03,https://www.example.com/apply/ibm/Data-Analyst
Infosys,Noida,Support Executive,Fresher,"Java, Spring Boot",16.1,Contract,Naukri,2025-10-02,https://www.example.com/apply/infosys/Support-Executive
Accenture,Noida,Process Associate,5-10 Yrs,"ETL, Data Warehousing",14.9,Internship,Indeed,2025-09-30,https://www.example.com/apply/accenture/Process-Associate
Accenture,Hyderabad,Cloud Engineer,Fresher,"AWS, Azure, DevOps",4.6,Full-Time,Glassdoor,2025-09-01,https://www.example.com/apply/accenture/Cloud-Engineer
Tech Mahindra,Bengaluru,Technical Support,0-2 Yrs,"Linux, Networking, Troubleshooting",9.9,Internship,Naukri,2025-10-21,https://www.example.com/apply/tech mahindra/Technical-Support
Tcs,Mumbai,Data Analyst,5-10 Yrs,"Java, Spring Boot",11.5,Internship,Linkedin,2025-09-08,https://www.example.com/apply/tcs/Data-Analyst
Wipro,Hyderabad,Devops Engineer,2-5 Yrs,"Java, Spring Boot",4.2,Full-Time,Glassdoor,2025-10-21,https://www.example.com/apply/wipro/DevOps-Engineer
Hcl,Noida,Devops Engineer,Fresher,"AI/ML, Deep Learning",3.1,Internship,Glassdoor,2025-09-29,https://www.example.com/apply/hcl/DevOps-Engineer
Infosys,Ahmedabad,Software Engineer,0-2 Yrs,Automation Testing,13.4,Internship,Naukri,2025-10-14,https://www.example.com/apply/infosys/Software-Engineer
Wipro,Pune,Software Engineer,5-10 Yrs,"Excel, Tableau, SQL",17.8,Internship,Linkedin,2025-09-24,https://www.example.com/apply/wipro/Software-Engineer
Accenture,Jaipur,Test Engineer,Fresher,"Excel, Tableau, SQL",8.8,Internship,Naukri,2025-09-22,https://www.example.com/apply/accenture/Test-Engineer
Infosys,Pune,Business Analyst,2-5 Yrs,"ETL, Data Warehousing",12.7,Full-Time,Naukri,2025-10-04,https://www.example.com/apply/infosys/Business-Analyst
Wipro,Gurugram,Technical Support,2-5 Yrs,"Customer Support, Voice Process",15.0,Internship,Glassdoor,2025-09-11,https://www.example.com/apply/wipro/Technical-Support
Tech Mahindra,Mumbai,Software Engineer,Fresher,"Java, Spring Boot",5.9,Full-Time,Glassdoor,2025-10-12,https://www.example.com/apply/tech mahindra/Software-Engineer
Tcs,Mumbai,Test Engineer,Fresher,"Java, Spring Boot",9.6,Contract,Naukri,2025-10-02,https://www.example.com/apply/tcs/Test-Engineer
Cognizant,Chennai,Cloud Engineer,5-10 Yrs,"Customer Support, Voice Process",19.1,Full-Time,Indeed,2025-10-14,https://www.example.com/apply/cognizant/Cloud-Engineer
Accenture,Bengaluru,Data Analyst,Fresher,Automation Testing,4.3,Internship,Linkedin,2025-10-18,https://www.example.com/apply/accenture/Data-Analyst
Hcl,Mumbai,Technical Support,Fresher,"Java, Spring Boot",8.0,Contract,Indeed,2025-09-28,https://www.example.com/apply/hcl/Technical-Support
Ltimindtree,Jaipur,Software Engineer,5-10 Yrs,"AWS, Azure, DevOps",8.4,Contract,Linkedin,2025-09-09,https://www.example.com/apply/ltimindtree/Software-Engineer
Infosys,Kolkata,Process Associate,5-10 Yrs,"Excel, Tableau, SQL",17.3,Full-Time,Glassdoor,2025-10-17,https://www.example.com/apply/infosys/Process-Associate
Cognizant,Chennai,Data Analyst,2-5 Yrs,"Java, Spring Boot",18.5,Contract,Linkedin,2025-10-15,https://www.example.com/apply/cognizant/Data-Analyst
Tcs,Mumbai,Software Engineer,5-10 Yrs,"ETL, Data Warehousing",15.7,Full-Time,Linkedin,2025-10-05,https://www.example.com/apply/tcs/Software-Engineer
Capgemini,Bengaluru,Data Analyst,5-10 Yrs,"JavaScript, React, Node.js",12.7,Internship,Glassdoor,2025-10-13,https://www.example.com/apply/capgemini/Data-Analyst
Cognizant,Chennai,Cloud Engineer,2-5 Yrs,"ETL, Data Warehousing",12.9,Full-Time,Linkedin,2025-10-18,https://www.example.com/apply/cognizant/Cloud-Engineer
Capgemini,Kolkata,Cloud Engineer,Fresher,"Linux, Networking, Troubleshooting",13.9,Internship,Linkedin,2025-10-04,https://www.example.com/apply/capgemini/Cloud-Engineer
Tech Mahindra,Chennai,Data Analyst,Fresher,Automation Testing,15.7,Full-Time,Indeed,2025-10-15,https://www.example.com/apply/tech mahindra/Data-Analyst
Infosys,Mumbai,Data Analyst,5-10 Yrs,"JavaScript, React, Node.js",8.4,Contract,Indeed,2025-10-02,https://www.example.com/apply/infosys/Data-Analyst
Tech Mahindra,Kolkata,Cloud Engineer,Fresher,"Linux, Networking, Troubleshooting",10.5,Full-Time,Indeed,2025-09-20,https://www.example.com/apply/tech mahindra/Cloud-Engineer
Capgemini,Mumbai,System Analyst,0-2 Yrs,"ETL, Data Warehousing",12.4,Contract,Naukri,2025-10-11,https://www.example.com/apply/capgemini/System-Analyst
Infosys,Chennai,Technical Support,2-5 Yrs,Automation Testing,9.6,Full-Time,Glassdoor,2025-10-21,https://www.example.com/apply/infosys/Technical-Support
Wipro,Noida,Software Engineer,2-5 Yrs,"Java, Spring Boot",7.3,Internship,Glassdoor,2025-09-05,https://www.example.com/apply/wipro/Software-Engineer
Accenture,Jaipur,Process Associate,0-2 Yrs,Automation Testing,2.6,Full-Time,Indeed,2025-09-26,https://www.example.com/apply/accenture/Process-Associate
Infosys,Jaipur,Technical Support,2-5 Yrs,"JavaScript, React, Node.js",6.5,Full-Time,Indeed,2025-10-06,https://www.example.com/apply/infosys/Technical-Support
Ibm,Hyderabad,Support Executive,5-10 Yrs,"Excel, Tableau, SQL",11.9,Full-Time,Indeed,2025-09-17,https://www.example.com/apply/ibm/Support-Executive
Infosys,Chennai,Cloud Engineer,5-10 Yrs,"JavaScript, React, Node.js",14.9,Internship,Linkedin,2025-10-04,https://www.example.com/apply/infosys/Cloud-Engineer
Capgemini,Kolkata,Data Analyst,0-2 Yrs,"Java, Spring Boot",12.1,Internship,Indeed,2025-10-09,https://www.example.com/apply/capgemini/Data-Analyst
Tcs,Chennai,Data Analyst,2-5 Yrs,"JavaScript, React, Node.js",13.1,Contract,Glassdoor,2025-09-19,https://www.example.com/apply/tcs/Data-Analyst
Cognizant,Bengaluru,Support Executive,0-2 Yrs,"Linux, Networking, Troubleshooting",5.6,Internship,Glassdoor,2025-09-10,https://www.example.com/apply/cognizant/Support-Executive
Wipro,Bengaluru,Technical Support,5-10 Yrs,"Customer Support, Voice Process",14.7,Full-Time,Naukri,2025-09-17,https://www.example.com/apply/wipro/Technical-Support
Cognizant,Kolkata,System Analyst,Fresher,"Java, Spring Boot",18.9,Full-Time,Indeed,2025-10-18,https://www.example.com/apply/cognizant/System-Analyst
Accenture,Jaipur,Software Engineer,2-5 Yrs,"ETL, Data Warehousing",18.6,Contract,Glassdoor,2025-10-11,https://www.example.com/apply/accenture/Software-Engineer
Tcs,Gurugram,Support Executive,2-5 Yrs,Automation Testing,17.6,Internship,Indeed,2025-10-15,https://www.example.com/apply/tcs/Support-Executive
Tech Mahindra,Chennai,Support Executive,5-10 Yrs,"Excel, Tableau, SQL",10.6,Contract,Linkedin,2025-09-21,https://www.example.com/apply/tech mahindra/Support-Executive
Infosys,Ahmedabad,System Analyst,Fresher,"Customer Support, Voice Process",17.4,Internship,Indeed,2025-09-25,https://www.example.com/apply/infosys/System-Analyst
Tcs,Ahmedabad,Software Engineer,2-5 Yrs,"ETL, Data Warehousing",3.8,Internship,Linkedin,2025-09-11,https://www.example.com/apply/tcs/Software-Engineer
Tech Mahindra,Pune,Technical Support,2-5 Yrs,"JavaScript, React, Node.js",12.7,Full-Time,Naukri,2025-09-01,https://www.example.com/apply/tech mahindra/Technical-Support
Cognizant,Kolkata,Software Engineer,Fresher,Automation Testing,3.5,Full-Time,Glassdoor,2025-09-18,https://www.example.com/apply/cognizant/Software-Engineer
Cognizant,Mumbai,Test Engineer,2-5 Yrs,"Python, SQL, Power BI",16.5,Internship,Glassdoor,2025-10-04,https://www.example.com/apply/cognizant/Test-Engineer
Hcl,Gurugram,Technical Support,5-10 Yrs,"Excel, Tableau, SQL",17.7,Internship,Naukri,2025-10-02,https://www.example.com/apply/hcl/Technical-Support
Ibm,Kolkata,System Analyst,5-10 Yrs,"Customer Support, Voice Process",9.8,Internship,Glassdoor,2025-10-08,https://www.example.com/apply/ibm/System-Analyst
Ibm,Noida,Technical Support,2-5 Yrs,"JavaScript, React, Node.js",11.1,Contract,Indeed,2025-10-18,https://www.example.com/apply/ibm/Technical-Support
Tcs,Hyderabad,Data Analyst,0-2 Yrs,"Python, SQL, Power BI",18.7,Internship,Indeed,2025-09-18,https://www.example.com/apply/tcs/Data-Analyst
Tcs,Hyderabad,Technical Support,0-2 Yrs,"JavaScript, React, Node.js",11.1,Full-Time,Linkedin,2025-09-28,https://www.example.com/apply/tcs/Technical-Support
Accenture,Hyderabad,Process Associate,0-2 Yrs,"ETL, Data Warehousing",15.3,Full-Time,Indeed,2025-10-06,https://www.example.com/apply/accenture/Process-Associate
Infosys,Ahmedabad,Data Analyst,2-5 Yrs,"Java, Spring Boot",8.3,Internship,Naukri,2025-09-27,https://www.example.com/apply/infosys/Data-Analyst
Wipro,Pune,Software Engineer,0-2 Yrs,"Python, SQL, Power BI",9.7,Internship,Naukri,2025-10-08,https://www.example.com/apply/wipro/Software-Engineer
Hcl,Pune,Support Executive,Fresher,"Excel, Tableau, SQL",15.9,Contract,Indeed,2025-10-16,https://www.example.com/apply/hcl/Support-Executive
Ltimindtree,Noida,Devops Engineer,2-5 Yrs,"Java, Spring Boot",3.9,Full-Time,Glassdoor,2025-10-06,https://www.example.com/apply/ltimindtree/DevOps-Engineer
Wipro,Noida,Support Executive,5-10 Yrs,"AI/ML, Deep Learning",16.1,Internship,Indeed,2025-09-24,https://www.example.com/apply/wipro/Support-Executive
Infosys,Ahmedabad,Software Engineer,5-10 Yrs,"Customer Support, Voice Process",2.9,Internship,Naukri,2025-09-01,https://www.example.com/apply/infosys/Software-Engineer
Tech Mahindra,Chennai,System Analyst,Fresher,"AWS, Azure, DevOps",10.5,Contract,Naukri,2025-09-14,https://www.example.com/apply/tech mahindra/System-Analyst
Tcs,Chennai,Business Analyst,2-5 Yrs,"Java, Spring Boot",2.6,Contract,Linkedin,2025-09-27,https://www.example.com/apply/tcs/Business-Analyst
Hcl,Gurugram,Technical Support,Fresher,"Linux, Networking, Troubleshooting",9.8,Contract,Linkedin,2025-09-03,https://www.example.com/apply/hcl/Technical-Support
Tcs,Chennai,Process Associate,2-5 Yrs,"Linux, Networking, Troubleshooting",10.3,Contract,Linkedin,2025-10-16,https://www.example.com/apply/tcs/Process-Associate
Infosys,Chennai,Software Engineer,0-2 Yrs,"Java, Spring Boot",13.2,Full-Time,Naukri,2025-09-06,https://www.example.com/apply/infosys/Software-Engineer
Capgemini,Gurugram,Technical Support,0-2 Yrs,Automation Testing,15.0,Internship,Naukri,2025-09-24,https://www.example.com/apply/capgemini/Technical-Support
Cognizant,Hyderabad,Support Executive,5-10 Yrs,"Java, Spring Boot",16.8,Full-Time,Linkedin,2025-09-25,https://www.example.com/apply/cognizant/Support-Executive
Tcs,Kolkata,Data Analyst,Fresher,"ETL, Data Warehousing",6.3,Internship,Indeed,2025-09-02,https://www.example.com/apply/tcs/Data-Analyst
Cognizant,Noida,Technical Support,5-10 Yrs,"Java, Spring Boot",12.0,Internship,Naukri,2025-10-13,https://www.example.com/apply/cognizant/Technical-Support
Tech Mahindra,Chennai,Process Associate,0-2 Yrs,"Java, Spring Boot",12.4,Contract,Indeed,2025-09-28,https://www.example.com/apply/tech mahindra/Process-Associate
Wipro,Ahmedabad,Cloud Engineer,2-5 Yrs,"AWS, Azure, DevOps",19.2,Full-Time,Naukri,2025-10-10,https://www.example.com/apply/wipro/Cloud-Engineer
Accenture,Noida,Test Engineer,2-5 Yrs,Automation Testing,3.4,Contract,Linkedin,2025-09-15,https://www.example.com/apply/accenture/Test-Engineer
Ltimindtree,Chennai,Devops Engineer,2-5 Yrs,"AWS, Azure, DevOps",8.1,Contract,Linkedin,2025-10-16,https://www.example.com/apply/ltimindtree/DevOps-Engineer
Ibm,Kolkata,Business Analyst,5-10 Yrs,"Excel, Tableau, SQL",15.0,Contract,Naukri,2025-10-03,https://www.example.com/apply/ibm/Business-Analyst
Wipro,Jaipur,Devops Engineer,Fresher,"AWS, Azure, DevOps",14.4,Full-Time,Linkedin,2025-10-21,https://www.example.com/apply/wipro/DevOps-Engineer
Tcs,Pune,Business Analyst,5-10 Yrs,"Python, SQL, Power BI",9.4,Contract,Glassdoor,2025-09-04,https://www.example.com/apply/tcs/Business-Analyst
Infosys,Jaipur,Data Analyst,0-2 Yrs,Automation Testing,11.6,Internship,Naukri,2025-10-04,https://www.example.com/apply/infosys/Data-Analyst
Cognizant,Noida,Technical Support,0-2 Yrs,"Customer Support, Voice Process",6.0,Internship,Naukri,2025-09-25,https://www.example.com/apply/cognizant/Technical-Support
Infosys,Bengaluru,Test Engineer,2-5 Yrs,"Linux, Networking, Troubleshooting",7.3,Contract,Naukri,2025-09-27,https://www.example.com/apply/infosys/Test-Engineer
Wipro,Gurugram,Test Engineer,2-5 Yrs,"Python, SQL, Power BI",19.4,Full-Time,Glassdoor,2025-10-13,https://www.example.com/apply/wipro/Test-Engineer
Wipro,Mumbai,Test Engineer,2-5 Yrs,"ETL, Data Warehousing",17.6,Full-Time,Indeed,2025-10-18,https://www.example.com/apply/wipro/Test-Engineer
Ibm,Chennai,Business Analyst,2-5 Yrs,"Python, SQL, Power BI",8.0,Full-Time,Glassdoor,2025-09-15,https://www.example.com/apply/ibm/Business-Analyst
Cognizant,Jaipur,Data Analyst,5-10 Yrs,"ETL, Data Warehousing",17.3,Contract,Glassdoor,2025-10-12,https://www.example.com/apply/cognizant/Data-Analyst
